crash_id,vehicle_id
20241269,20241269_No_No_No
20242093,20242093_No_No_No
20242176,20242176_No_No_No
20242255,20242255_No_No_No
20241066,20241066_No_No_No
20242175,20242175_No_No_No
20243207,20243207_No_No_No
20242029,20242029_No_No_No
20241246,20241246_No_No_No
20241078,20241078_No_No_No
20243064,20243064_No_No_No
20241013,20241013_No_No_No
20246019,20246019_No_No_No
20242257,20242257_No_No_No
20241138,20241138_No_No_No
20244014,20244014_No_No_No
20244069,20244069_No_No_No
20242053,20242053_No_No_No
20243111,20243111_No_No_No
20243067,20243067_No_No_No
20242186,20242186_No_Yes_No
20242250,20242250_No_No_No
20243167,20243167_No_No_No
20243106,20243106_No_No_No
20242098,20242098_No_No_No
20241179,20241179_No_No_No
20242070,20242070_No_No_No
20243261,20243261_No_No_Yes
20243227,20243227_No_No_No
20242243,20242243_No_No_No
20242102,20242102_No_No_No
20241109,20241109_No_No_No
20243187,20243187_No_No_No
20241301,20241301_No_No_No
20243135,20243135_No_Yes_No
20241248,20241248_No_No_No
20243268,20243268_No_No_No
20242071,20242071_No_No_No
20241020,20241020_No_No_No
20241294,20241294_No_No_No
20241304,20241304_No_No_No
20242123,20242123_No_No_No
20242144,20242144_No_No_No
20241199,20241199_No_No_No
20243066,20243066_No_No_No
20243233,20243233_No_No_Yes
20243203,20243203_No_No_No
20242209,20242209_No_No_No
20242056,20242056_No_No_No
20242130,20242130_No_No_No
20243109,20243109_No_No_No
20243010,20243010_No_No_No
20243181,20243181_No_No_No
20246018,20246018_No_Yes_Yes
20241071,20241071_No_No_No
20241186,20241186_No_No_No
20243078,20243078_No_No_No
20241223,20241223_No_No_No
20241221,20241221_No_No_No
20241143,20241143_No_No_No
20243242,20243242_No_No_No
20242189,20242189_No_No_No
20242170,20242170_No_Yes_No
20243043,20243043_No_Yes_No
20241140,20241140_No_No_No
20244063,20244063_No_No_No
20241131,20241131_No_No_No
20242172,20242172_No_No_No
20241111,20241111_No_No_No
20242055,20242055_No_No_No
20241017,20241017_No_No_No
20244067,20244067_No_No_No
20246024,20246024_No_No_No
20241254,20241254_No_No_No
20243011,20243011_No_No_No
20246011,20246011_No_No_No
20242177,20242177_No_No_No
20241127,20241127_No_No_No
20241210,20241210_No_No_No
20242132,20242132_No_No_No
20242184,20242184_No_No_No
20241253,20241253_No_No_No
20243024,20243024_No_No_No
20242224,20242224_No_No_No
20243031,20243031_No_No_No
20242069,20242069_No_No_No
20243156,20243156_No_No_No
20242251,20242251_No_No_No
20244034,20244034_No_No_No
20242090,20242090_No_No_No
20243231,20243231_No_No_No
20242194,20242194_No_No_No
20243142,20243142_No_No_No
20242043,20242043_No_Yes_No
20243124,20243124_No_Yes_No
20244007,20244007_No_No_No
20242060,20242060_No_No_No
20243104,20243104_No_No_No
20244041,20244041_No_No_No
20246026,20246026_No_No_No
20243021,20243021_No_No_Yes
20242155,20242155_No_No_No
20242032,20242032_No_Yes_No
20241285,20241285_No_No_No
20244066,20244066_No_No_No
20242064,20242064_No_No_No
20242164,20242164_No_No_No
20244035,20244035_No_No_No
20243018,20243018_No_No_No
20242086,20242086_No_No_No
20243217,20243217_No_Yes_No
20243251,20243251_No_No_Yes
20243058,20243058_No_No_No
20244046,20244046_No_No_No
20243085,20243085_No_No_No
20244039,20244039_No_No_No
20243240,20243240_No_No_No
20246002,20246002_No_No_No
20242099,20242099_No_No_No
20243063,20243063_No_No_No
20241176,20241176_No_No_No
20247022,20247022_No_Yes_No
20241086,20241086_No_No_No
20241224,20241224_No_No_No
20241265,20241265_No_No_No
20241202,20241202_No_No_No
20246023,20246023_No_Yes_Yes
20241293,20241293_No_No_Yes
20241299,20241299_No_No_No
20244078,20244078_No_No_No
20243164,20243164_No_Yes_No
20242201,20242201_No_No_No
20241307,20241307_No_No_No
20242074,20242074_No_No_No
20241243,20241243_No_No_Yes
20247034,20247034_No_No_No
20241260,20241260_No_No_No
20243004,20243004_No_No_No
20246014,20246014_No_No_No
20242024,20242024_No_No_Yes
20243169,20243169_No_No_No
20243081,20243081_No_No_No
20242169,20242169_No_No_No
20241110,20241110_No_No_No
20241082,20241082_No_No_No
20241159,20241159_No_No_No
20246022,20246022_No_No_No
20241229,20241229_No_No_No
20242026,20242026_No_No_No
20242268,20242268_No_Yes_No
20242238,20242238_No_No_No
20242122,20242122_No_No_No
20241046,20241046_No_No_No
20243192,20243192_No_No_No
20241032,20241032_No_No_No
20241031,20241031_No_No_No
20243254,20243254_No_No_No
20243133,20243133_No_No_No
20241203,20241203_No_No_No
20243118,20243118_No_No_No
20243173,20243173_No_No_No
20243199,20243199_No_No_No
20244003,20244003_No_No_No
20241298,20241298_No_No_Yes
20242112,20242112_No_No_No
20243092,20243092_No_Yes_No
20243042,20243042_No_No_No
20244005,20244005_No_No_No
20243178,20243178_No_No_No
20244050,20244050_No_No_No
20241208,20241208_No_No_Yes
20242259,20242259_No_No_Yes
20242212,20242212_No_No_No
20243019,20243019_No_No_No
20241036,20241036_No_No_No
20242226,20242226_No_No_No
20247007,20247007_No_No_No
20243074,20243074_Yes_No_No
20241003,20241003_No_No_No
20241277,20241277_No_No_No
20241249,20241249_No_No_No
20242020,20242020_No_No_No
20242108,20242108_No_No_No
20243120,20243120_No_No_Yes
20242187,20242187_No_No_No
20243116,20243116_No_No_Yes
20242133,20242133_No_No_No
20241092,20241092_No_No_No
20242121,20242121_No_No_No
20243214,20243214_No_No_Yes
20241118,20241118_No_No_No
20243157,20243157_No_No_No
20241190,20241190_No_No_Yes
20241097,20241097_No_No_No
20242265,20242265_No_No_No
20241250,20241250_No_No_No
20242200,20242200_No_Yes_No
20242234,20242234_No_No_No
20242048,20242048_No_No_No
20242003,20242003_No_No_No
20243252,20243252_No_No_No
20243061,20243061_No_No_No
20242162,20242162_No_No_No
20244071,20244071_No_No_No
20241047,20241047_No_No_No
20241205,20241205_No_No_No
20241024,20241024_No_No_No
20242096,20242096_No_No_No
20242240,20242240_No_No_No
20243139,20243139_Yes_No_No
20243075,20243075_No_No_No
20244051,20244051_No_No_No
20241070,20241070_No_No_No
20244079,20244079_No_No_No
20243051,20243051_No_No_No
20242237,20242237_No_No_No
20243148,20243148_No_No_No
20242157,20242157_No_No_No
20244022,20244022_No_No_No
20241142,20241142_No_No_No
20241124,20241124_No_No_No
20241010,20241010_No_Yes_Yes
20241252,20241252_No_No_No
20243155,20243155_No_No_No
20243163,20243163_No_No_No
20243269,20243269_No_No_No
20243056,20243056_No_No_No
20243049,20243049_No_No_No
20243103,20243103_No_No_No
20242233,20242233_No_No_No
20243014,20243014_No_No_No
20241198,20241198_No_No_No
20242249,20242249_No_No_No
20243154,20243154_Yes_No_No
20241100,20241100_No_No_No
20241074,20241074_No_No_No
20243263,20243263_No_No_Yes
20242016,20242016_No_No_No
20244017,20244017_No_No_No
20244009,20244009_No_No_No
20242085,20242085_No_No_No
20244012,20244012_No_No_No
20243205,20243205_No_No_No
20241035,20241035_No_No_No
20241161,20241161_No_No_No
20241062,20241062_No_No_No
20243119,20243119_No_No_No
20241155,20241155_No_No_No
20243152,20243152_No_No_No
20243053,20243053_No_No_Yes
20241039,20241039_No_No_No
20242154,20242154_No_No_No
20243215,20243215_No_No_No
20243026,20243026_No_No_No
20241050,20241050_No_Yes_No
20243271,20243271_No_No_Yes
20241133,20241133_No_No_No
20248008,20248008_No_Yes_No
20244037,20244037_No_No_No
20242143,20242143_No_No_No
20241273,20241273_No_No_No
20242067,20242067_No_No_No
20242214,20242214_No_No_No
20243238,20243238_No_No_No
20242011,20242011_No_No_No
20241180,20241180_No_No_No
20241059,20241059_No_No_No
20241021,20241021_No_No_No
20242254,20242254_No_No_No
20243256,20243256_No_Yes_No
20241245,20241245_No_No_No
20243126,20243126_No_No_No
20244082,20244082_No_No_No
20241108,20241108_No_No_No
20242137,20242137_No_No_No
20241005,20241005_No_No_No
20241051,20241051_No_No_No
20243128,20243128_No_No_No
20242109,20242109_No_No_No
20241116,20241116_No_No_No
20243226,20243226_No_No_No
20242092,20242092_No_No_No
20242125,20242125_No_No_No
20244077,20244077_No_No_No
20242049,20242049_No_No_No
20243265,20243265_No_No_No
20243122,20243122_No_No_No
20243151,20243151_No_No_No
20241283,20241283_No_No_No
20242262,20242262_No_No_No
20242100,20242100_No_No_No
20242211,20242211_No_No_No
20241168,20241168_No_No_No
20241162,20241162_No_No_No
20241073,20241073_No_No_No
20243097,20243097_No_No_Yes
20242182,20242182_No_No_Yes
20243123,20243123_No_No_No
20242044,20242044_No_No_No
20241120,20241120_No_No_Yes
20242266,20242266_No_No_No
20241048,20241048_No_No_No
20243023,20243023_No_No_No
20243137,20243137_No_Yes_No
20241200,20241200_No_No_No
20242151,20242151_No_No_No
20242223,20242223_No_No_Yes
20241259,20241259_No_No_No
20241264,20241264_No_No_No
20243086,20243086_No_No_No
20242215,20242215_No_No_No
20246012,20246012_No_No_No
20244068,20244068_No_No_No
20241296,20241296_No_No_No
20241006,20241006_No_No_No
20241258,20241258_No_No_No
20241290,20241290_No_No_No
20241056,20241056_No_No_No
20242014,20242014_No_No_No
20241251,20241251_No_No_No
20243076,20243076_No_No_No
20243162,20243162_No_No_No
20242027,20242027_No_No_No
20243029,20243029_No_No_No
20242179,20242179_No_No_No
20244080,20244080_No_No_No
20242241,20242241_No_No_No
20244047,20244047_No_No_No
20241041,20241041_No_No_No
20241165,20241165_No_No_No
20242077,20242077_No_No_No
20242078,20242078_No_No_No
20242017,20242017_No_No_No
20243223,20243223_No_No_No
20241271,20241271_No_Yes_No
20242217,20242217_No_No_No
20242245,20242245_No_No_No
20241170,20241170_No_No_No
20242199,20242199_No_No_No
20241177,20241177_No_No_No
20246015,20246015_No_No_No
20242165,20242165_No_No_No
20241011,20241011_No_No_No
20243260,20243260_No_No_No
20241083,20241083_No_No_Yes
20246006,20246006_No_Yes_No
20244058,20244058_No_No_No
20243218,20243218_No_Yes_No
20241089,20241089_No_No_No
20243146,20243146_No_No_No
20241295,20241295_No_No_No
20243264,20243264_No_No_No
20241136,20241136_No_No_No
20241281,20241281_No_Yes_No
20241076,20241076_No_No_No
20244073,20244073_No_No_No
20242094,20242094_No_No_No
20241058,20241058_No_No_No
20241019,20241019_No_No_No
20241275,20241275_No_No_No
20243222,20243222_No_No_No
20241065,20241065_Yes_No_No
20243094,20243094_Yes_No_No
20243145,20243145_No_No_No
20241305,20241305_No_No_No
20242146,20242146_No_No_No
20241231,20241231_No_No_No
20241145,20241145_No_No_No
20241228,20241228_No_No_No
20243030,20243030_No_No_No
20243034,20243034_No_No_No
20242058,20242058_No_No_No
20241085,20241085_No_No_No
20243091,20243091_No_No_No
20243184,20243184_No_No_No
20242104,20242104_No_No_No
20248004,20248004_No_No_No
20242101,20242101_No_No_No
20243195,20243195_No_No_No
20243055,20243055_No_No_No
20241212,20241212_No_No_No
20241241,20241241_No_No_No
20243071,20243071_No_No_No
20241171,20241171_No_No_No
20243193,20243193_No_No_No
20244011,20244011_No_No_Yes
20242225,20242225_No_No_No
20242160,20242160_No_No_No
20241183,20241183_No_Yes_No
20241025,20241025_No_Yes_Yes
20241079,20241079_No_No_No
20246010,20246010_No_No_No
20242235,20242235_No_No_No
20242113,20242113_No_No_Yes
20242025,20242025_No_No_No
20241148,20241148_No_No_No
20241262,20241262_No_No_No
20241172,20241172_No_No_No
20242192,20242192_No_No_No
20241014,20241014_No_No_No
20242191,20242191_No_Yes_No
20243189,20243189_No_No_No
20244033,20244033_No_No_No
20241206,20241206_No_No_Yes
20243069,20243069_No_No_No
20243188,20243188_No_No_No
20241130,20241130_Yes_No_No
20241178,20241178_No_No_No
20248011,20248011_No_No_No
20241043,20241043_No_No_Yes
20244054,20244054_No_No_No
20243032,20243032_No_No_No
20244015,20244015_No_No_No
20243112,20243112_No_No_Yes
20243253,20243253_No_No_No
20246028,20246028_No_No_No
20242244,20242244_No_No_Yes
20244006,20244006_No_No_No
20241154,20241154_No_No_No
20241146,20241146_No_No_No
20242009,20242009_No_No_No
20241217,20241217_No_No_No
20242030,20242030_No_No_No
20243025,20243025_No_Yes_No
20242168,20242168_No_No_No
20246021,20246021_No_No_No
20241238,20241238_No_No_No
20241158,20241158_Yes_No_No
20243228,20243228_Yes_No_No
20242210,20242210_No_No_No
20242253,20242253_No_No_No
20242256,20242256_No_No_No
20241289,20241289_No_No_No
20243045,20243045_No_No_Yes
20242028,20242028_No_No_No
20243054,20243054_No_No_No
20241187,20241187_No_No_No
20246007,20246007_No_No_No
20241126,20241126_No_Yes_No
20244049,20244049_No_No_No
20242021,20242021_No_No_No
20242045,20242045_No_No_No
20243101,20243101_No_No_No
20242206,20242206_No_No_No
20242117,20242117_No_No_No
20241226,20241226_No_No_Yes
20242079,20242079_No_No_No
20241156,20241156_No_No_Yes
20243093,20243093_No_No_No
20243125,20243125_No_No_No
20243134,20243134_No_No_No
20242239,20242239_No_No_No
20241232,20241232_No_No_No
20241061,20241061_No_No_No
20244056,20244056_No_No_No
20242039,20242039_No_No_No
20241182,20241182_No_No_No
20241044,20241044_No_No_No
20242131,20242131_No_No_No
20244031,20244031_No_No_No
20242059,20242059_No_No_No
20242033,20242033_No_No_No
20241207,20241207_No_No_No
20243033,20243033_No_No_No
20242159,20242159_No_No_No
20243177,20243177_No_No_No
20243241,20243241_No_No_No
20243132,20243132_No_No_No
20243159,20243159_No_No_No
20242072,20242072_No_No_No
20243028,20243028_No_No_No
20243105,20243105_No_No_No
20242258,20242258_No_No_Yes
20241007,20241007_No_No_No
20241227,20241227_No_No_No
20243130,20243130_No_No_No
20242065,20242065_No_Yes_No
20243259,20243259_No_No_No
20244052,20244052_No_No_No
20242247,20242247_No_No_No
20241093,20241093_No_No_No
20241276,20241276_No_No_No
20242208,20242208_No_No_No
20241157,20241157_No_No_No
20244065,20244065_No_No_No
20242054,20242054_No_No_Yes
20242221,20242221_No_Yes_No
20242197,20242197_No_No_No
20241075,20241075_No_No_Yes
20241279,20241279_No_No_No
20243095,20243095_No_No_No
20243272,20243272_No_No_No
20243027,20243027_No_No_No
20248001,20248001_No_No_No
20242228,20242228_No_No_No
20242105,20242105_No_No_No
20241069,20241069_No_No_No
20244074,20244074_No_No_No
20244008,20244008_No_No_No
20243100,20243100_No_No_No
20241122,20241122_No_No_No
20244064,20244064_No_No_No
20243138,20243138_No_No_No
20241141,20241141_No_No_No
20241244,20241244_No_Yes_No
20242236,20242236_No_No_No
20242195,20242195_No_No_No
20242010,20242010_No_No_No
20242205,20242205_No_No_No
20244002,20244002_No_No_No
20242041,20242041_No_No_No
20242084,20242084_No_No_No
20243230,20243230_No_No_Yes
20241114,20241114_No_No_No
20243068,20243068_No_No_No
20243099,20243099_No_No_No
20242145,20242145_No_No_No
20243062,20243062_No_Yes_No
20244048,20244048_No_No_No
20241112,20241112_No_No_No
20243047,20243047_No_No_No
20242198,20242198_No_No_No
20243202,20243202_No_No_No
20244029,20244029_No_No_No
20241185,20241185_No_No_No
20242153,20242153_No_No_No
20243257,20243257_No_No_No
20243149,20243149_No_No_No
20242202,20242202_No_No_No
20243245,20243245_No_No_No
20244004,20244004_No_No_No
20241123,20241123_No_No_No
20242222,20242222_No_No_No
20242248,20242248_No_No_No
20241213,20241213_No_No_No
20242220,20242220_No_No_No
20242047,20242047_No_No_No
20243270,20243270_No_No_No
20241121,20241121_No_No_Yes
20243016,20243016_No_No_Yes
20241038,20241038_No_No_No
20243200,20243200_No_No_No
20243039,20243039_No_No_No
20242246,20242246_No_No_No
20242063,20242063_No_No_No
20243180,20243180_No_No_No
20241297,20241297_No_No_No
20243059,20243059_No_No_No
20242242,20242242_No_No_No
20242091,20242091_No_No_No
20243077,20243077_No_No_No
20244038,20244038_No_No_No
20243136,20243136_No_No_No
20243211,20243211_No_No_No
20241270,20241270_No_No_No
20241225,20241225_No_No_Yes
20241084,20241084_No_No_Yes
20243050,20243050_No_No_No
20243216,20243216_No_No_No
20242190,20242190_No_Yes_No
20243115,20243115_No_No_No
20242116,20242116_No_No_No
20241129,20241129_No_Yes_Yes
20244076,20244076_No_No_No
20243141,20243141_No_No_No
20241095,20241095_No_No_No
20242082,20242082_No_No_No
20241090,20241090_No_No_No
20241113,20241113_No_No_No
20243258,20243258_No_No_No
20244053,20244053_No_No_No
20241064,20241064_No_No_Yes
20243175,20243175_No_No_No
20243183,20243183_No_No_No
20241049,20241049_No_No_No
20241242,20241242_No_Yes_No
20241144,20241144_No_No_No
20243262,20243262_No_No_No
20241001,20241001_No_No_Yes
20242231,20242231_No_No_No
20241018,20241018_No_No_No
20241105,20241105_No_No_No
20241282,20241282_No_No_No
20243204,20243204_No_No_No
20243224,20243224_No_No_No
20243179,20243179_No_No_No
20241192,20241192_No_No_No
20241026,20241026_No_No_No
20241067,20241067_No_No_No
20242001,20242001_No_No_No
20243013,20243013_No_No_No
20241191,20241191_No_No_Yes
20242031,20242031_No_No_No
20241117,20241117_No_No_No
20246020,20246020_No_No_No
20241012,20241012_No_No_No
20242263,20242263_No_No_No
20242038,20242038_No_No_No
20246005,20246005_No_No_No
20244030,20244030_No_No_No
20242061,20242061_No_No_No
20244036,20244036_No_No_No
20242134,20242134_No_No_No
20243060,20243060_No_No_No
20242002,20242002_No_No_No
20243057,20243057_No_No_No
20243166,20243166_No_No_No
20242203,20242203_No_No_No
20243196,20243196_No_No_No
20241214,20241214_No_Yes_No
20242083,20242083_No_No_No
20241272,20241272_No_Yes_No
20241104,20241104_No_No_No
20243182,20243182_No_No_No
20242180,20242180_No_Yes_No
20242126,20242126_No_No_No
20241023,20241023_No_No_No
20243065,20243065_No_No_No
20243083,20243083_No_No_No
20244070,20244070_No_No_No
20243048,20243048_No_No_No
20241280,20241280_No_No_Yes
20242118,20242118_No_No_No
20241193,20241193_No_No_Yes
20242150,20242150_No_No_No
20241239,20241239_No_No_No
20242111,20242111_No_No_No
20243255,20243255_No_No_No
20241033,20241033_No_No_No
20241288,20241288_No_No_No
20243012,20243012_No_No_No
20241164,20241164_No_No_No
20243250,20243250_No_No_No
20242076,20242076_No_No_No
20241099,20241099_No_No_No
20243052,20243052_No_No_No
20241015,20241015_No_No_No
20243219,20243219_No_No_Yes
20241184,20241184_No_No_No
20241284,20241284_No_No_No
20242218,20242218_No_No_No
20241008,20241008_No_No_No
20244075,20244075_No_No_No
20242147,20242147_No_No_No
20248010,20248010_No_No_No
20234108,20234108_No_No_No
20234099,20234099_No_No_No
20233145,20233145_No_No_Yes
20236026,20236026_No_No_No
20233259,20233259_No_No_No
20236028,20236028_No_No_No
20231088,20231088_No_No_No
20231189,20231189_No_No_Yes
20232156,20232156_No_No_No
20233100,20233100_No_No_No
20231103,20231103_No_No_No
20232192,20232192_No_No_Yes
20233056,20233056_No_No_No
20231091,20231091_No_No_Yes
20232211,20232211_No_No_No
20231104,20231104_No_No_No
20231155,20231155_No_No_No
20232098,20232098_No_No_Yes
20232128,20232128_No_No_Yes
20233085,20233085_No_No_No
20234027,20234027_No_No_No
20232061,20232061_No_No_Yes
20234033,20234033_No_No_No
20232044,20232044_No_No_No
20232250,20232250_No_No_No
20233231,20233231_No_No_No
20231020,20231020_No_No_No
20231115,20231115_No_No_No
20231038,20231038_No_No_No
20231108,20231108_No_No_No
20231281,20231281_No_No_No
20233078,20233078_No_No_No
20231261,20231261_No_No_No
20233258,20233258_No_No_No
20236009,20236009_No_No_No
20232237,20232237_No_No_No
20232188,20232188_No_No_No
20233165,20233165_No_No_No
20231098,20231098_No_No_No
20234029,20234029_No_No_No
20231102,20231102_No_No_No
20231198,20231198_No_No_No
20231129,20231129_No_No_No
20231231,20231231_No_No_No
20233120,20233120_No_No_No
20232196,20232196_No_No_No
20234053,20234053_No_No_No
20232240,20232240_No_No_No
20231095,20231095_No_No_No
20232119,20232119_No_No_No
20232243,20232243_No_No_No
20234042,20234042_No_No_No
20232067,20232067_No_No_No
20234079,20234079_No_No_No
20231023,20231023_No_No_No
20233221,20233221_No_No_No
20233081,20233081_No_No_No
20231076,20231076_No_No_No
20232045,20232045_No_No_No
20236006,20236006_No_No_No
20234061,20234061_No_No_No
20232201,20232201_No_No_No
20236025,20236025_No_No_No
20233189,20233189_No_No_No
20233111,20233111_No_No_No
20232097,20232097_No_No_No
20233036,20233036_No_No_No
20231250,20231250_No_No_No
20233228,20233228_No_No_No
20234084,20234084_No_No_No
20232009,20232009_No_No_No
20231145,20231145_No_No_No
20231056,20231056_No_Yes_No
20232115,20232115_No_Yes_No
20233012,20233012_No_No_No
20232018,20232018_No_No_No
20233200,20233200_No_No_No
