crash_id,day_of_week,day_type
20205037,Weekday,Wednesday
20201111,Weekday,Wednesday
20202158,Weekday,Friday
20202167,Weekday,Friday
20202040,Weekday,Friday
20201107,Weekday,Friday
20203224,Weekday,Friday
20203147,Weekday,Friday
20202184,Weekday,Friday
20201190,Weekday,Friday
20201245,Weekday,Friday
20204083,Weekend,Friday
20203207,Weekend,Friday
20201259,Weekend,Friday
20202068,Weekend,Friday
20201178,Weekend,Friday
20203196,Weekend,Friday
20206016,Weekend,Friday
20206008,Weekend,Monday
20201105,Weekend,Monday
20201171,Weekday,Monday
20202161,Weekday,Monday
20205010,Weekday,Monday
20202085,Weekday,Monday
20206026,Weekday,Monday
20201199,Weekday,Monday
20201085,Weekday,Monday
20206024,Weekday,Monday
20201027,Weekday,Monday
20202024,Weekday,Monday
20203092,Weekday,Monday
20206029,Weekend,Saturday
20204080,Weekend,Saturday
20204049,Weekend,Saturday
20205011,Weekend,Saturday
20201076,Weekend,Saturday
20203227,Weekend,Sunday
20201012,Weekend,Sunday
20205137,Weekend,Sunday
20204038,Weekend,Sunday
20202174,Weekend,Sunday
20205122,Weekend,Sunday
20201048,Weekend,Sunday
20202054,Weekend,Sunday
20203242,Weekday,Thursday
20201210,Weekday,Thursday
20204016,Weekday,Thursday
20202192,Weekday,Thursday
20201179,Weekday,Thursday
20205082,Weekday,Thursday
20202115,Weekday,Thursday
20205079,Weekday,Thursday
20203022,Weekday,Thursday
20202083,Weekday,Thursday
20204062,Weekday,Thursday
20202026,Weekday,Thursday
20201254,Weekday,Tuesday
20201160,Weekday,Tuesday
20202104,Weekday,Tuesday
20205131,Weekday,Tuesday
20201134,Weekday,Tuesday
20202086,Weekday,Tuesday
20202126,Weekday,Tuesday
20202011,Weekday,Wednesday
20202047,Weekday,Wednesday
20202064,Weekday,Wednesday
20201060,Weekday,Wednesday
20205087,Weekday,Wednesday
20206021,Weekday,Wednesday
20201046,Weekday,Wednesday
20203149,Weekday,Wednesday
20204052,Weekday,Wednesday
20202194,Weekday,Wednesday
20207010,Weekday,Wednesday
20205121,Weekday,Wednesday
20191119,Weekday,Friday
20192173,Weekday,Friday
20193073,Weekday,Friday
20192170,Weekday,Friday
20197003,Weekday,Friday
20194003,Weekday,Friday
20191322,Weekday,Friday
20193148,Weekday,Friday
20192171,Weekday,Friday
20192038,Weekday,Friday
20194038,Weekday,Friday
20195069,Weekday,Friday
20193071,Weekday,Friday
20193006,Weekend,Friday
20194020,Weekend,Friday
20194053,Weekend,Monday
20197018,Weekday,Monday
20193115,Weekday,Monday
20197021,Weekday,Monday
20191214,Weekday,Monday
20192073,Weekend,Monday
20191117,Weekday,Monday
20191169,Weekend,Saturday
20191207,Weekend,Saturday
20192176,Weekend,Saturday
20198001,Weekend,Saturday
20191012,Weekend,Saturday
20194030,Weekend,Saturday
20192130,Weekend,Saturday
20191066,Weekend,Saturday
20195135,Weekend,Saturday
20191133,Weekend,Saturday
20191089,Weekend,Saturday
20194050,Weekend,Saturday
20193168,Weekend,Saturday
20191125,Weekend,Saturday
20191078,Weekend,Saturday
20192016,Weekend,Saturday
20191071,Weekend,Saturday
20195043,Weekend,Sunday
20195073,Weekend,Sunday
20191274,Weekend,Sunday
20196003,Weekend,Sunday
20192149,Weekend,Sunday
20197016,Weekend,Sunday
20195106,Weekend,Sunday
20194051,Weekend,Sunday
20195074,Weekend,Sunday
20194068,Weekend,Sunday
20192152,Weekend,Sunday
20192072,Weekend,Sunday
20191171,Weekend,Sunday
20193015,Weekday,Thursday
20195142,Weekday,Thursday
20191035,Weekday,Thursday
20192151,Weekday,Thursday
20194076,Weekday,Thursday
20192247,Weekday,Thursday
20193029,Weekday,Thursday
20192239,Weekday,Thursday
20192104,Weekday,Thursday
20192039,Weekday,Thursday
20196023,Weekday,Thursday
20192226,Weekday,Thursday
20193060,Weekday,Thursday
20191096,Weekday,Thursday
20191076,Weekday,Tuesday
20195116,Weekday,Tuesday
20194072,Weekday,Tuesday
20191200,Weekday,Tuesday
20193004,Weekday,Tuesday
20192233,Weekday,Tuesday
20191026,Weekday,Tuesday
20192082,Weekday,Tuesday
20193090,Weekday,Tuesday
20191248,Weekday,Tuesday
20197020,Weekday,Tuesday
20196011,Weekday,Tuesday
20191321,Weekday,Tuesday
20193009,Weekday,Tuesday
20191250,Weekday,Tuesday
20191256,Weekday,Tuesday
20193099,Weekday,Tuesday
20195063,Weekday,Wednesday
20191105,Weekday,Wednesday
20194032,Weekday,Wednesday
20194014,Weekday,Wednesday
20191261,Weekday,Wednesday
20193127,Weekday,Wednesday
20195119,Weekday,Wednesday
20193069,Weekday,Wednesday
20191120,Weekday,Wednesday
20197010,Weekday,Wednesday
20194067,Weekday,Wednesday
20195081,Weekday,Friday
20193134,Weekday,Friday
20196010,Weekday,Friday
20192096,Weekday,Friday
20194055,Weekday,Friday
20191127,Weekday,Friday
20191209,Weekday,Friday
20191057,Weekday,Friday
20192129,Weekday,Friday
20193139,Weekend,Friday
20191154,Weekend,Monday
20192052,Weekend,Monday
20192078,Weekend,Monday
20193052,Weekend,Monday
20191262,Weekday,Monday
20194080,Weekday,Monday
20191313,Weekday,Monday
20191063,Weekday,Monday
20194086,Weekday,Monday
20193123,Weekday,Monday
20192208,Weekend,Monday
20192087,Weekend,Monday
20191296,Weekend,Saturday
20192127,Weekend,Saturday
20193177,Weekend,Saturday
20193167,Weekend,Saturday
20195099,Weekend,Saturday
20194061,Weekend,Saturday
20193013,Weekend,Saturday
20191004,Weekend,Saturday
20191213,Weekend,Saturday
20191215,Weekend,Saturday
20193129,Weekend,Saturday
20193053,Weekend,Saturday
20191092,Weekend,Saturday
20194092,Weekend,Saturday
20191232,Weekend,Saturday
20194084,Weekend,Sunday
20195105,Weekend,Sunday
20192107,Weekend,Sunday
20195120,Weekend,Sunday
20193153,Weekend,Sunday
20191158,Weekend,Sunday
20192147,Weekday,Thursday
20194077,Weekday,Thursday
20192203,Weekday,Thursday
20191151,Weekday,Thursday
20191087,Weekday,Thursday
20195016,Weekday,Thursday
20191303,Weekday,Thursday
20192219,Weekday,Thursday
20192216,Weekday,Thursday
20192206,Weekday,Thursday
20195122,Weekday,Thursday
20194029,Weekday,Thursday
20195084,Weekday,Thursday
20191283,Weekday,Tuesday
20191305,Weekday,Tuesday
20194059,Weekday,Tuesday
20192027,Weekday,Tuesday
20191101,Weekday,Tuesday
20193048,Weekday,Tuesday
20193023,Weekday,Tuesday
20191128,Weekday,Tuesday
20192172,Weekday,Tuesday
20194042,Weekday,Wednesday
20191141,Weekday,Wednesday
20192084,Weekday,Wednesday
20191230,Weekday,Wednesday
20192020,Weekday,Wednesday
20193046,Weekday,Wednesday
20192112,Weekday,Wednesday
20195026,Weekday,Wednesday
20193064,Weekday,Wednesday
20194104,Weekday,Wednesday
20194110,Weekday,Wednesday
20191324,Weekday,Wednesday
20191075,Weekday,Wednesday
20196002,Weekday,Friday
20194097,Weekday,Friday
20192186,Weekday,Friday
20193179,Weekday,Friday
20192003,Weekday,Friday
20191291,Weekday,Friday
20194098,Weekday,Friday
20191007,Weekday,Friday
20191132,Weekday,Friday
20191263,Weekend,Friday
20193183,Weekend,Friday
20195098,Weekend,Friday
20192217,Weekend,Monday
20193102,Weekday,Monday
20192137,Weekend,Monday
20198002,Weekday,Monday
20192131,Weekend,Monday
20191307,Weekday,Monday
20193180,Weekday,Monday
20191023,Weekday,Monday
20192224,Weekend,Saturday
20192245,Weekend,Saturday
20194025,Weekend,Saturday
20191061,Weekend,Saturday
20191088,Weekend,Saturday
20194008,Weekend,Saturday
20191006,Weekend,Saturday
20193137,Weekend,Saturday
20191072,Weekend,Saturday
20193188,Weekend,Saturday
20194048,Weekend,Saturday
20193103,Weekend,Saturday
20191060,Weekend,Saturday
20194079,Weekend,Saturday
20192019,Weekend,Sunday
20193083,Weekend,Sunday
20192165,Weekend,Sunday
20192118,Weekend,Sunday
20191167,Weekend,Sunday
20196021,Weekend,Sunday
20191136,Weekend,Sunday
20193176,Weekend,Sunday
20193042,Weekend,Sunday
20191260,Weekend,Sunday
20192047,Weekend,Sunday
20191028,Weekend,Sunday
20192227,Weekend,Sunday
20193151,Weekend,Sunday
20192174,Weekend,Sunday
20193159,Weekend,Sunday
20194013,Weekend,Sunday
20192238,Weekend,Sunday
20193096,Weekend,Sunday
20192162,Weekend,Sunday
20191281,Weekend,Sunday
20197024,Weekday,Thursday
20191199,Weekday,Thursday
20193130,Weekday,Thursday
20192155,Weekday,Thursday
20195027,Weekday,Thursday
20194011,Weekday,Thursday
20193187,Weekday,Thursday
20195038,Weekday,Thursday
20191257,Weekday,Thursday
20192237,Weekday,Thursday
20193117,Weekday,Thursday
20195009,Weekday,Thursday
20192077,Weekday,Thursday
20191195,Weekday,Tuesday
20191193,Weekday,Tuesday
20191273,Weekday,Tuesday
20193146,Weekday,Tuesday
20191183,Weekday,Tuesday
20193097,Weekday,Tuesday
20192213,Weekday,Tuesday
20191175,Weekday,Tuesday
20191113,Weekday,Tuesday
20193161,Weekday,Tuesday
20195061,Weekday,Tuesday
20195139,Weekday,Tuesday
20192157,Weekday,Tuesday
20193194,Weekday,Tuesday
20192060,Weekday,Tuesday
20191039,Weekday,Wednesday
20193119,Weekday,Wednesday
20192048,Weekday,Wednesday
20192205,Weekday,Wednesday
20191285,Weekday,Wednesday
20193113,Weekday,Wednesday
20191202,Weekday,Wednesday
20195060,Weekday,Wednesday
20192228,Weekday,Wednesday
20191312,Weekday,Wednesday
20193032,Weekday,Friday
20191191,Weekday,Friday
20191043,Weekday,Friday
20191176,Weekday,Friday
20197013,Weekday,Friday
20191112,Weekday,Friday
20191277,Weekday,Friday
20193040,Weekday,Friday
20195023,Weekday,Friday
20192197,Weekday,Friday
20192028,Weekday,Friday
20191150,Weekend,Friday
20191240,Weekend,Friday
20191162,Weekend,Friday
20193089,Weekday,Monday
20195052,Weekday,Monday
20191212,Weekday,Monday
20193124,Weekday,Monday
20191222,Weekday,Monday
20191282,Weekday,Monday
20191099,Weekday,Monday
20193056,Weekday,Monday
20193154,Weekday,Monday
20195017,Weekday,Monday
20191020,Weekend,Saturday
20193178,Weekend,Saturday
20191170,Weekend,Saturday
20193045,Weekend,Saturday
20192229,Weekend,Saturday
20191229,Weekend,Saturday
20194022,Weekend,Saturday
20196016,Weekend,Saturday
20191048,Weekend,Saturday
20193132,Weekend,Saturday
20192158,Weekend,Saturday
20192091,Weekend,Saturday
20191223,Weekend,Sunday
20195064,Weekend,Sunday
20191148,Weekend,Sunday
20193145,Weekend,Sunday
20192026,Weekend,Sunday
20195091,Weekend,Sunday
20191287,Weekend,Sunday
20193114,Weekend,Sunday
20191116,Weekend,Sunday
20191203,Weekend,Sunday
20192004,Weekend,Sunday
20193173,Weekend,Sunday
20192164,Weekend,Sunday
20191115,Weekday,Thursday
20192070,Weekday,Thursday
20195080,Weekday,Thursday
20195019,Weekday,Thursday
20191276,Weekday,Thursday
20193085,Weekday,Thursday
20196005,Weekday,Thursday
20191073,Weekday,Tuesday
20192142,Weekday,Tuesday
20193017,Weekday,Tuesday
20193080,Weekday,Tuesday
20198004,Weekday,Tuesday
20191098,Weekday,Tuesday
20195056,Weekday,Tuesday
20194085,Weekday,Tuesday
20193067,Weekday,Tuesday
20193074,Weekday,Tuesday
20192008,Weekday,Tuesday
20193105,Weekday,Tuesday
20191329,Weekday,Tuesday
20191016,Weekday,Tuesday
20193118,Weekday,Wednesday
20191015,Weekday,Wednesday
20192062,Weekday,Wednesday
20193049,Weekday,Wednesday
20195013,Weekday,Wednesday
20193078,Weekday,Wednesday
20192207,Weekday,Wednesday
20191168,Weekday,Wednesday
20191102,Weekday,Wednesday
20191279,Weekday,Wednesday
20195140,Weekday,Wednesday
20194096,Weekday,Wednesday
20192083,Weekday,Friday
20193116,Weekday,Friday
20193150,Weekday,Friday
20193186,Weekday,Friday
20193010,Weekday,Friday
20191246,Weekday,Friday
20192049,Weekday,Friday
20191093,Weekday,Friday
20193036,Weekday,Friday
20196019,Weekday,Friday
20194089,Weekday,Friday
20195070,Weekday,Friday
20193088,Weekend,Friday
20191163,Weekend,Friday
20191110,Weekend,Friday
20192144,Weekday,Friday
20193166,Weekend,Friday
20192138,Weekday,Friday
20193147,Weekend,Monday
20197019,Weekday,Monday
20193135,Weekday,Monday
20192209,Weekend,Monday
20192031,Weekend,Monday
20193126,Weekday,Monday
20193021,Weekday,Monday
20192053,Weekend,Monday
20192156,Weekend,Monday
20191309,Weekday,Monday
20194065,Weekday,Monday
20195097,Weekday,Monday
20191293,Weekend,Saturday
20191216,Weekend,Saturday
20195127,Weekend,Saturday
20191326,Weekend,Saturday
20191254,Weekend,Saturday
20192011,Weekend,Saturday
20191189,Weekend,Saturday
20193008,Weekend,Saturday
20191111,Weekend,Saturday
20194018,Weekend,Saturday
20193024,Weekend,Saturday
20193016,Weekend,Saturday
20195086,Weekend,Saturday
20195144,Weekend,Saturday
20191064,Weekend,Saturday
20193152,Weekend,Saturday
20191085,Weekend,Saturday
20191186,Weekend,Saturday
20193027,Weekend,Saturday
20192014,Weekend,Saturday
20196001,Weekend,Sunday
20193072,Weekend,Sunday
20191149,Weekend,Sunday
20192056,Weekend,Sunday
20195147,Weekend,Sunday
20193084,Weekend,Sunday
20193001,Weekend,Sunday
20191114,Weekend,Sunday
20191156,Weekend,Sunday
20195125,Weekday,Thursday
20191090,Weekday,Thursday
20195094,Weekday,Thursday
20191206,Weekday,Thursday
20191029,Weekday,Thursday
20194054,Weekday,Thursday
20194047,Weekday,Thursday
20194101,Weekday,Thursday
20191164,Weekday,Thursday
20191269,Weekday,Thursday
20193162,Weekday,Thursday
20192150,Weekday,Thursday
20193142,Weekday,Thursday
20191034,Weekday,Thursday
20192128,Weekday,Thursday
20197008,Weekday,Tuesday
20191097,Weekday,Tuesday
20191244,Weekday,Tuesday
20191228,Weekday,Tuesday
20194083,Weekday,Tuesday
20195092,Weekday,Tuesday
20191311,Weekday,Tuesday
20193025,Weekday,Tuesday
20195003,Weekday,Tuesday
20195059,Weekday,Tuesday
20191268,Weekday,Tuesday
20191278,Weekday,Wednesday
20193022,Weekday,Wednesday
20195112,Weekday,Wednesday
20195042,Weekday,Wednesday
20191320,Weekday,Wednesday
20195037,Weekday,Wednesday
20192090,Weekday,Wednesday
20191070,Weekday,Friday
20197001,Weekday,Friday
20191095,Weekday,Friday
20193106,Weekday,Friday
20193028,Weekday,Friday
20196017,Weekday,Friday
20192022,Weekday,Friday
20192121,Weekday,Friday
20193039,Weekend,Friday
20193076,Weekend,Friday
20195150,Weekend,Friday
20192071,Weekend,Monday
20191302,Weekend,Monday
20196006,Weekday,Monday
20191165,Weekday,Monday
20194106,Weekday,Monday
20195031,Weekday,Monday
20193018,Weekday,Monday
20194039,Weekday,Monday
20191160,Weekday,Monday
20192074,Weekend,Monday
20193136,Weekday,Monday
20191301,Weekday,Monday
20192244,Weekend,Monday
20191124,Weekday,Monday
20191058,Weekday,Monday
20194021,Weekend,Saturday
20192064,Weekend,Saturday
20195108,Weekend,Saturday
20193034,Weekend,Saturday
20191086,Weekend,Saturday
20196013,Weekend,Saturday
20194015,Weekend,Saturday
20193155,Weekend,Saturday
20194012,Weekend,Saturday
20192210,Weekend,Saturday
20192154,Weekend,Saturday
20191083,Weekend,Saturday
20193189,Weekend,Saturday
20192063,Weekend,Saturday
20191317,Weekend,Saturday
20193163,Weekend,Sunday
20191144,Weekend,Sunday
20195068,Weekend,Sunday
20193164,Weekend,Sunday
20191327,Weekend,Sunday
20193092,Weekend,Sunday
20191272,Weekend,Sunday
20191310,Weekend,Sunday
20192092,Weekend,Sunday
20191081,Weekend,Sunday
20191143,Weekend,Sunday
20192030,Weekday,Thursday
20192089,Weekday,Thursday
20192034,Weekday,Thursday
20193070,Weekday,Thursday
20193044,Weekday,Thursday
20193169,Weekday,Thursday
20197015,Weekday,Thursday
20195020,Weekday,Thursday
20191131,Weekday,Thursday
20191255,Weekday,Thursday
20195039,Weekday,Tuesday
20194064,Weekday,Tuesday
20195001,Weekday,Tuesday
20191009,Weekday,Tuesday
20195005,Weekday,Tuesday
20197026,Weekday,Tuesday
20197025,Weekday,Tuesday
20192054,Weekday,Tuesday
20191197,Weekday,Tuesday
20195101,Weekday,Tuesday
20194087,Weekday,Wednesday
20193043,Weekday,Wednesday
20192002,Weekday,Wednesday
20194034,Weekday,Wednesday
20192181,Weekday,Wednesday
20193143,Weekday,Wednesday
20195141,Weekday,Wednesday
20191013,Weekday,Wednesday
20195107,Weekday,Friday
20191137,Weekday,Friday
20194100,Weekday,Friday
20191218,Weekday,Friday
20192184,Weekday,Friday
20192188,Weekday,Friday
20191178,Weekday,Friday
20194052,Weekday,Friday
20191297,Weekday,Friday
20191146,Weekday,Friday
20191030,Weekday,Friday
20194107,Weekend,Friday
20196008,Weekend,Friday
20191184,Weekend,Monday
20191300,Weekday,Monday
20194006,Weekday,Monday
20195132,Weekday,Monday
20193101,Weekday,Monday
20194024,Weekday,Monday
20193125,Weekday,Monday
20195033,Weekday,Monday
20192204,Weekend,Monday
20192065,Weekend,Monday
20195117,Weekend,Saturday
20195126,Weekend,Saturday
20192231,Weekend,Saturday
20195021,Weekend,Saturday
20191298,Weekend,Saturday
20192199,Weekend,Saturday
20193030,Weekend,Saturday
20195131,Weekend,Saturday
20195058,Weekend,Saturday
20195022,Weekend,Saturday
20191051,Weekend,Saturday
20191077,Weekend,Saturday
20194060,Weekend,Saturday
20192123,Weekend,Saturday
20192006,Weekend,Saturday
20194049,Weekend,Saturday
20194088,Weekend,Saturday
20192010,Weekend,Saturday
20192243,Weekend,Sunday
20191126,Weekend,Sunday
20191280,Weekend,Sunday
20193002,Weekend,Sunday
20193057,Weekend,Sunday
20192201,Weekend,Sunday
20192115,Weekend,Sunday
20193138,Weekend,Sunday
20191208,Weekend,Sunday
20195041,Weekend,Sunday
20192111,Weekend,Sunday
20191019,Weekend,Sunday
20193172,Weekend,Sunday
20193094,Weekday,Thursday
20195148,Weekday,Thursday
20195066,Weekday,Thursday
20191205,Weekday,Thursday
20193141,Weekday,Thursday
20192075,Weekday,Thursday
20192218,Weekday,Thursday
20197014,Weekday,Thursday
20192234,Weekday,Thursday
20191243,Weekday,Thursday
20191237,Weekday,Thursday
20191082,Weekday,Thursday
20193185,Weekday,Thursday
20197017,Weekday,Thursday
20191328,Weekday,Thursday
20196009,Weekday,Tuesday
20196020,Weekday,Tuesday
20191315,Weekday,Tuesday
20193065,Weekday,Tuesday
20195045,Weekday,Tuesday
20191289,Weekday,Tuesday
20195057,Weekday,Wednesday
20198005,Weekday,Wednesday
20191236,Weekday,Wednesday
20192100,Weekday,Wednesday
20191235,Weekday,Wednesday
20195015,Weekday,Wednesday
20195103,Weekday,Wednesday
20191194,Weekday,Wednesday
20192166,Weekday,Friday
20193020,Weekday,Friday
20191011,Weekday,Friday
20194023,Weekday,Friday
20195134,Weekday,Friday
20193061,Weekday,Friday
20192193,Weekday,Friday
20193160,Weekday,Friday
20192240,Weekday,Friday
20195130,Weekend,Friday
20192088,Weekday,Friday
20191109,Weekend,Monday
20191318,Weekday,Monday
20194094,Weekday,Monday
20192116,Weekend,Monday
20191008,Weekday,Monday
20194066,Weekday,Monday
20192035,Weekend,Monday
20191253,Weekday,Monday
20192099,Weekend,Monday
20196014,Weekday,Monday
20193121,Weekday,Monday
20194069,Weekday,Monday
20192211,Weekend,Monday
20192113,Weekend,Monday
20191217,Weekday,Monday
20192140,Weekend,Monday
20193195,Weekend,Saturday
20191173,Weekend,Saturday
20194007,Weekend,Saturday
20195114,Weekend,Saturday
20192191,Weekend,Saturday
20194016,Weekend,Saturday
20192126,Weekend,Saturday
20195049,Weekend,Saturday
20195025,Weekend,Saturday
20193007,Weekend,Saturday
20192143,Weekend,Saturday
20192032,Weekend,Saturday
20192086,Weekend,Saturday
20194078,Weekend,Saturday
20191027,Weekend,Saturday
20192013,Weekend,Saturday
20195055,Weekend,Saturday
20193095,Weekend,Sunday
20192175,Weekend,Sunday
20191219,Weekend,Sunday
20193031,Weekend,Sunday
20194037,Weekend,Sunday
20192248,Weekend,Sunday
20192050,Weekend,Sunday
20194026,Weekend,Sunday
20192105,Weekend,Sunday
20196027,Weekend,Sunday
20191049,Weekend,Sunday
20193192,Weekend,Sunday
20193059,Weekend,Sunday
20194103,Weekend,Sunday
20191056,Weekday,Thursday
20192246,Weekday,Thursday
20193066,Weekday,Thursday
20191140,Weekday,Thursday
20194082,Weekday,Thursday
20193170,Weekday,Thursday
20191091,Weekday,Thursday
20195109,Weekday,Thursday
20191134,Weekday,Thursday
20194031,Weekday,Thursday
20195128,Weekday,Thursday
20191325,Weekday,Thursday
20195129,Weekday,Thursday
20192215,Weekday,Tuesday
20193196,Weekday,Tuesday
20193112,Weekday,Tuesday
20192133,Weekday,Tuesday
20191001,Weekday,Tuesday
20193012,Weekday,Tuesday
20191198,Weekday,Tuesday
20191121,Weekday,Tuesday
20193174,Weekday,Tuesday
20197027,Weekday,Wednesday
20192163,Weekday,Wednesday
20192094,Weekday,Wednesday
20193104,Weekday,Wednesday
20191130,Weekday,Wednesday
20193051,Weekday,Wednesday
20191304,Weekday,Wednesday
20195007,Weekday,Wednesday
20192122,Weekday,Wednesday
20193019,Weekday,Wednesday
20192095,Weekday,Wednesday
20197028,Weekday,Wednesday
20194058,Weekday,Friday
20192236,Weekday,Friday
20193037,Weekday,Friday
20192024,Weekday,Friday
20193181,Weekday,Friday
20192059,Weekday,Friday
20192001,Weekday,Friday
20194102,Weekday,Friday
20192109,Weekday,Friday
20197005,Weekday,Friday
20194105,Weekday,Friday
20191252,Weekday,Friday
20193109,Weekday,Friday
20194005,Weekday,Friday
20195053,Weekday,Friday
20191142,Weekday,Friday
20195077,Weekday,Friday
20194081,Weekday,Friday
20192068,Weekday,Friday
20191052,Weekend,Friday
20195136,Weekend,Friday
20193026,Weekend,Friday
20195006,Weekend,Monday
20192085,Weekend,Monday
20192101,Weekend,Monday
20191227,Weekday,Monday
20191017,Weekday,Monday
20192232,Weekend,Monday
20192235,Weekend,Monday
20193107,Weekday,Monday
20191188,Weekday,Monday
20192108,Weekend,Monday
20192125,Weekend,Monday
20196015,Weekend,Saturday
20194046,Weekend,Saturday
20194091,Weekend,Saturday
20194010,Weekend,Saturday
20193144,Weekend,Saturday
20195088,Weekend,Saturday
20194071,Weekend,Saturday
20195087,Weekend,Saturday
20192067,Weekend,Saturday
20191319,Weekend,Saturday
20197023,Weekend,Saturday
20191041,Weekend,Saturday
20193100,Weekend,Saturday
20195090,Weekend,Sunday
20191024,Weekend,Sunday
20195040,Weekend,Sunday
20195036,Weekend,Sunday
20192015,Weekend,Sunday
20192169,Weekend,Sunday
20191084,Weekend,Sunday
20191103,Weekend,Sunday
20193111,Weekend,Sunday
20195004,Weekend,Sunday
20192177,Weekend,Sunday
20191042,Weekend,Sunday
20195145,Weekend,Sunday
20196018,Weekday,Thursday
20193033,Weekday,Thursday
20192230,Weekday,Thursday
20191002,Weekday,Thursday
20192080,Weekday,Thursday
20192139,Weekday,Thursday
20191118,Weekday,Thursday
20191179,Weekday,Thursday
20191226,Weekday,Thursday
20191264,Weekday,Tuesday
20193122,Weekday,Tuesday
20192036,Weekday,Tuesday
20191031,Weekday,Tuesday
20191247,Weekday,Tuesday
20191284,Weekday,Tuesday
20193093,Weekday,Tuesday
20191080,Weekday,Tuesday
20196026,Weekday,Tuesday
20191138,Weekday,Tuesday
20192098,Weekday,Tuesday
20191234,Weekday,Tuesday
20194019,Weekday,Tuesday
20197006,Weekday,Tuesday
20195044,Weekday,Wednesday
20193131,Weekday,Wednesday
20193157,Weekday,Wednesday
20192194,Weekday,Wednesday
20191221,Weekday,Wednesday
20191239,Weekday,Wednesday
20195093,Weekday,Wednesday
20191062,Weekday,Wednesday
20192225,Weekday,Wednesday
20192069,Weekday,Friday
20192222,Weekday,Friday
20195054,Weekday,Friday
20191147,Weekday,Friday
20191059,Weekday,Friday
20193055,Weekday,Friday
20193038,Weekday,Friday
20191185,Weekday,Friday
20191157,Weekday,Friday
20194033,Weekday,Friday
20192055,Weekday,Friday
20193184,Weekday,Friday
20191033,Weekday,Friday
20195008,Weekday,Friday
20191094,Weekend,Friday
20192192,Weekend,Monday
20192110,Weekend,Monday
20196012,Weekday,Monday
20192153,Weekend,Monday
20193175,Weekday,Monday
20192167,Weekend,Monday
20193068,Weekday,Monday
20197002,Weekday,Monday
20192061,Weekend,Monday
20193050,Weekend,Saturday
20193133,Weekend,Saturday
20191010,Weekend,Saturday
20193149,Weekend,Saturday
20194028,Weekend,Saturday
20191018,Weekend,Saturday
20196028,Weekend,Saturday
20191180,Weekend,Saturday
20191166,Weekend,Saturday
20192242,Weekend,Saturday
20191286,Weekend,Saturday
20191275,Weekend,Saturday
20193011,Weekend,Saturday
20191231,Weekend,Saturday
20194040,Weekend,Saturday
20195083,Weekend,Saturday
20191238,Weekend,Saturday
20195076,Weekend,Sunday
20191211,Weekend,Sunday
20192187,Weekend,Sunday
20191122,Weekend,Sunday
20193165,Weekend,Sunday
20192114,Weekend,Sunday
20192066,Weekend,Sunday
20191152,Weekend,Sunday
20194090,Weekend,Sunday
20192119,Weekend,Sunday
20195082,Weekend,Sunday
20192183,Weekend,Sunday
20193005,Weekend,Sunday
20191161,Weekend,Sunday
20195115,Weekend,Sunday
20195143,Weekend,Sunday
20192117,Weekend,Sunday
20196004,Weekend,Sunday
20191306,Weekend,Sunday
20192005,Weekday,Thursday
20191267,Weekday,Thursday
20192212,Weekday,Thursday
20194001,Weekday,Thursday
20195096,Weekday,Thursday
20193082,Weekday,Thursday
20191196,Weekday,Thursday
20193035,Weekday,Thursday
20191224,Weekday,Thursday
20191249,Weekday,Thursday
20194041,Weekday,Thursday
20195024,Weekday,Thursday
20192041,Weekday,Thursday
20191270,Weekday,Thursday
20191032,Weekday,Thursday
20193108,Weekday,Thursday
20191014,Weekday,Tuesday
20191022,Weekday,Tuesday
20194056,Weekday,Tuesday
20193110,Weekday,Tuesday
20193079,Weekday,Tuesday
20191266,Weekday,Tuesday
20191242,Weekday,Tuesday
20192120,Weekday,Tuesday
20194002,Weekday,Tuesday
20191201,Weekday,Tuesday
20194073,Weekday,Tuesday
20195047,Weekday,Tuesday
20193182,Weekday,Tuesday
20191294,Weekday,Wednesday
20194045,Weekday,Wednesday
20191068,Weekday,Wednesday
20194062,Weekday,Wednesday
20191245,Weekday,Wednesday
20196024,Weekday,Wednesday
20194004,Weekday,Wednesday
20191108,Weekday,Wednesday
20191225,Weekday,Wednesday
20191104,Weekday,Wednesday
20195133,Weekday,Friday
20196025,Weekday,Friday
20191135,Weekday,Friday
20195012,Weekday,Friday
20195152,Weekday,Friday
20191067,Weekday,Friday
20192134,Weekday,Friday
20193193,Weekday,Friday
20193140,Weekend,Friday
20192051,Weekday,Friday
20197011,Weekend,Friday
20192093,Weekend,Monday
20191145,Weekday,Monday
20192146,Weekend,Monday
20194099,Weekday,Monday
20191155,Weekday,Monday
20192196,Weekend,Monday
20195151,Weekend,Saturday
20192046,Weekend,Saturday
20192159,Weekend,Saturday
20192221,Weekend,Saturday
20193041,Weekend,Saturday
20191123,Weekend,Saturday
20195065,Weekend,Saturday
20192017,Weekend,Saturday
20192135,Weekend,Saturday
20192018,Weekend,Saturday
20191258,Weekend,Saturday
20191106,Weekend,Saturday
20191050,Weekend,Sunday
20193081,Weekend,Sunday
20191037,Weekend,Sunday
20191107,Weekend,Sunday
20191290,Weekend,Sunday
20192185,Weekend,Sunday
20193156,Weekend,Sunday
20192044,Weekend,Sunday
20191314,Weekend,Sunday
20191100,Weekend,Sunday
20191047,Weekend,Sunday
20192160,Weekend,Sunday
20192012,Weekend,Sunday
20195048,Weekday,Thursday
20191159,Weekday,Thursday
